96.4
90.0
90.0
90.2
92.0
93.2
88.8
91.0
91.0
91.0
91.2
90.4
91.6
91.4
91.4
88.2
91.6
91.8
91.4
87.2
89.6
90.6
88.8
88.8
90.0
88.8
87.2
87.8
90.4
91.0
92.2
92.8
93.2
93.2
98.4
96.0
94.8
94.2
96.0
97.4
96.0
96.4
97.6
98.4
98.6
99.8
100.0
100.2
98.8
99.4
103.4
101.0
100.6
101.0
105.6
113.2
126.2
139.6
155.4
165.4
178.4
191.8
207.0
221.0
235.2
249.6
263.8
277.2
291.2
305.0
318.8
332.0
345.6
359.8
373.6
386.6
400.2
414.0
427.2
440.8
454.6
468.2
481.4
491.0
503.6
516.6
523.8
535.2
541.4
541.4
525.4
514.8
489.6
447.0
396.6
344.6
296.2
255.4
190.0
147.0
127.0
107.8
103.0
99.8
99.4
100.0
102.8
98.6
98.6
99.0
99.0
97.6
97.0
94.6
94.4
95.0
96.4
95.8
95.4
91.4
92.8
96.6
91.8
91.4
90.4
90.2
89.4
89.2
86.4
85.4
86.8
88.0
86.8
86.8
88.0
87.2
84.0
89.8
89.4
89.0
89.0
89.0
88.8
88.6
89.2
88.2
88.0
87.8
87.6
87.6
87.4
87.2
89.8
90.4
86.2
